Date,Open,High,Low,Close,Volume
2022-05-06T00:00:00Z,500.88,508.07,498.24,504.64,946630
2022-05-09T00:00:00Z,500.32,501.66,487.64,490.88,1115126
2022-05-10T00:00:00Z,494.46,497.3,484.69,489.32,1296441
2022-05-11T00:00:00Z,489.32,505.33,485.85,487.36,1166847
2022-05-12T00:00:00Z,485.82,486.64,474.82,484.52,1280480
2022-05-13T00:00:00Z,487.21,488.52,480.14,486.45,1065167
2022-05-16T00:00:00Z,488.06,498.08,486.71,493.59,851884
2022-05-17T00:00:00Z,497.79,499.23,491.01,497.19,916473
2022-05-18T00:00:00Z,493.43,496.41,473.65,476.39,981339
2022-05-19T00:00:00Z,468.88,483.81,466.78,479.92,1284891
2022-05-20T00:00:00Z,483.5,493.54,480.11,492.85,1365171
2022-05-23T00:00:00Z,490.57,500.61,490.31,494.85,1194266
2022-05-24T00:00:00Z,496.93,506.33,492.0,505.29,1397411
2022-05-25T00:00:00Z,504.42,510.99,500.295,504.78,1027370
2022-05-26T00:00:00Z,507.07,515.0,505.605,512.43,987940
2022-05-27T00:00:00Z,512.57,521.52,510.03,520.55,1190291
2022-05-31T00:00:00Z,515.4,520.61,506.8,509.61,3939086
2022-06-01T00:00:00Z,510.8,512.45,498.81,499.19,813641
2022-06-02T00:00:00Z,500.96,500.96,488.33,496.93,1186545
2022-06-03T00:00:00Z,492.82,494.85,489.59,493.26,744051
2022-06-06T00:00:00Z,496.35,501.1,495.19,497.42,634037
2022-06-07T00:00:00Z,497.3,501.22,491.76,500.41,996950
2022-06-08T00:00:00Z,497.99,500.0,495.0,498.3,582166
2022-06-09T00:00:00Z,495.67,497.93,486.0,486.2,887194
2022-06-10T00:00:00Z,478.85,488.19,473.12,482.83,922905
2022-06-13T00:00:00Z,473.03,476.72,459.6,462.89,1112279
2022-06-14T00:00:00Z,460.41,462.95,456.85,460.4,1060455
2022-06-15T00:00:00Z,463.24,467.39,453.94,462.88,961278
2022-06-16T00:00:00Z,456.98,457.28,447.535,454.76,1140602
2022-06-17T00:00:00Z,454.77,459.49,443.92,444.32,2265256
2022-06-21T00:00:00Z,455.2,465.01,452.0,460.76,1402127
2022-06-22T00:00:00Z,454.43,469.99,452.91,465.75,1474210
2022-06-23T00:00:00Z,468.95,475.42,464.955,472.34,795025
2022-06-24T00:00:00Z,475.28,477.55,467.4,469.87,2358806
2022-06-27T00:00:00Z,469.53,485.75,466.29,482.58,1274535
2022-06-28T00:00:00Z,485.96,490.715,471.43,473.09,752756
2022-06-29T00:00:00Z,472.62,487.745,472.39,485.57,1087237
2022-06-30T00:00:00Z,485.45,488.99,479.585,482.58,1519396
2022-07-01T00:00:00Z,480.33,486.82,469.8,485.98,997302
2022-07-05T00:00:00Z,481.56,481.56,461.9,476.94,1043099
2022-07-06T00:00:00Z,476.36,486.58,473.08,484.27,803741
2022-07-07T00:00:00Z,483.0,486.82,477.22,478.83,857440
2022-07-08T00:00:00Z,483.59,491.08,480.965,484.29,751418
2022-07-11T00:00:00Z,480.2,485.7,477.29,481.62,629533
2022-07-12T00:00:00Z,480.53,486.0,475.08,477.97,801637
2022-07-13T00:00:00Z,473.35,477.62,470.34,470.71,802151
2022-07-14T00:00:00Z,464.81,467.88,458.01,466.39,861381
2022-07-15T00:00:00Z,478.16,490.48,474.99,488.92,1035395
2022-07-18T00:00:00Z,491.0,491.94,479.68,480.8,687917
2022-07-19T00:00:00Z,486.16,499.33,485.51,497.43,933082
2022-07-20T00:00:00Z,482.0,487.0,451.37,459.54,2653661
2022-07-21T00:00:00Z,458.58,464.86,451.58,461.94,1547210
2022-07-22T00:00:00Z,461.9,464.46,455.74,459.6,1008354
2022-07-25T00:00:00Z,464.69,474.37,462.325,470.86,861455
2022-07-26T00:00:00Z,474.53,475.33,468.45,468.96,818103
2022-07-27T00:00:00Z,467.22,470.37,459.55,468.0,1122804
2022-07-28T00:00:00Z,469.39,477.35,465.23,475.73,835980
2022-07-29T00:00:00Z,475.89,479.96,471.24,477.1,885146
2022-08-01T00:00:00Z,475.0,483.72,465.55,470.9,837644
2022-08-02T00:00:00Z,472.08,479.945,465.54,472.14,1164579
2022-08-03T00:00:00Z,475.42,483.77,473.295,479.53,810242
2022-08-04T00:00:00Z,479.91,479.91,473.74,474.9,614964
2022-08-05T00:00:00Z,470.83,476.99,470.83,475.13,624530
2022-08-08T00:00:00Z,478.3,479.62,472.15,475.72,479071
2022-08-09T00:00:00Z,479.25,488.99,477.03,483.97,798756
2022-08-10T00:00:00Z,488.84,489.87,479.96,481.33,619840
2022-08-11T00:00:00Z,481.62,483.56,474.21,477.11,894731
2022-08-12T00:00:00Z,480.0,492.595,479.67,491.7,801333
2022-08-15T00:00:00Z,488.95,495.7,486.5,493.22,429884
2022-08-16T00:00:00Z,493.15,498.18,489.17,492.28,567182
2022-08-17T00:00:00Z,487.69,492.96,486.63,490.85,459945
2022-08-18T00:00:00Z,489.56,493.2,487.82,491.77,407719
2022-08-19T00:00:00Z,492.22,506.79,491.63,503.54,711988
2022-08-22T00:00:00Z,505.25,512.99,503.835,507.0,972273
2022-08-23T00:00:00Z,501.83,504.175,493.01,493.23,577769
2022-08-24T00:00:00Z,492.53,495.53,489.03,493.4,664541
2022-08-25T00:00:00Z,490.13,492.43,482.31,492.34,714307
2022-08-26T00:00:00Z,492.05,494.725,483.08,483.48,619654
2022-08-29T00:00:00Z,481.13,490.85,478.81,488.51,602306
2022-08-30T00:00:00Z,488.27,492.15,483.92,486.85,984255
2022-08-31T00:00:00Z,484.83,492.62,484.83,485.11,1350626
2022-09-01T00:00:00Z,487.85,494.9,483.87,490.17,712258
2022-09-02T00:00:00Z,492.89,494.57,479.67,481.99,741113
2022-09-06T00:00:00Z,481.15,487.29,476.06,477.0,1013920
2022-09-07T00:00:00Z,476.91,486.97,474.54,485.02,795808
2022-09-08T00:00:00Z,482.54,489.63,482.54,489.35,521983
2022-09-09T00:00:00Z,496.91,499.39,492.52,493.6,958503
2022-09-12T00:00:00Z,493.32,498.42,490.25,493.66,883452
2022-09-13T00:00:00Z,487.68,489.39,478.91,480.56,864784
2022-09-14T00:00:00Z,482.0,482.47,467.56,470.11,1152117
2022-09-15T00:00:00Z,475.5,488.37,473.02,485.33,736475
2022-09-16T00:00:00Z,482.18,484.9,473.45,480.23,1112891
2022-09-19T00:00:00Z,477.89,482.0,470.78,479.99,648578
2022-09-20T00:00:00Z,478.39,478.39,469.145,475.47,794012
2022-09-21T00:00:00Z,479.1,483.96,465.44,465.74,725993
2022-09-22T00:00:00Z,462.31,465.92,457.4451,462.88,873251
2022-09-23T00:00:00Z,458.01,458.01,446.0,453.85,850505
2022-09-26T00:00:00Z,447.37,453.205,441.52,448.14,827701
2022-09-27T00:00:00Z,453.16,455.56,443.85,445.98,902767
2022-09-28T00:00:00Z,449.73,455.84,440.02,453.1,1120052
2022-09-29T00:00:00Z,453.83,458.79,448.18,456.79,1070396
2022-09-30T00:00:00Z,456.76,470.605,454.24,454.24,1120562
2022-10-03T00:00:00Z,455.1,471.34,453.9,470.06,908404
2022-10-04T00:00:00Z,472.34,481.56,469.75,479.23,946193
2022-10-05T00:00:00Z,478.59,481.15,472.02,478.8,855760
2022-10-06T00:00:00Z,478.26,481.36,476.08,477.95,822097
2022-10-07T00:00:00Z,474.0,474.0,464.76,467.06,708083
2022-10-10T00:00:00Z,468.8,470.69,460.87,467.15,784807
2022-10-11T00:00:00Z,466.25,477.54,464.02,470.73,751386
2022-10-12T00:00:00Z,471.13,474.88,465.02,465.23,706880
2022-10-13T00:00:00Z,457.46,477.97,455.67,474.14,1087878
2022-10-14T00:00:00Z,478.0,482.0,469.66,470.77,872428
2022-10-17T00:00:00Z,474.89,479.79,472.16,477.08,868683
2022-10-18T00:00:00Z,485.56,485.56,474.63,478.27,1291811
2022-10-19T00:00:00Z,487.39,493.5,477.4925,487.81,1416301
2022-10-20T00:00:00Z,490.99,509.33,489.32,502.22,1946524
2022-10-21T00:00:00Z,503.23,522.275,502.88,511.04,1581762
2022-10-24T00:00:00Z,515.24,528.99,514.58,526.5,1502614
