Date,Open,High,Low,Close,Volume
2022-05-06T00:00:00Z,169.49,172.43,165.58,169.7,7232666
2022-05-09T00:00:00Z,166.72,170.2885,162.13,163.6,9997769
2022-05-10T00:00:00Z,167.42,171.26,163.275,167.15,8598717
2022-05-11T00:00:00Z,165.5,169.98,160.83,161.27,7220076
2022-05-12T00:00:00Z,156.93,166.85,154.64,160.42,10187549
2022-05-13T00:00:00Z,163.55,168.68,162.01,166.91,6499749
2022-05-16T00:00:00Z,164.74,166.11,161.88,164.12,5065837
2022-05-17T00:00:00Z,167.33,169.1,158.27,163.73,7317728
2022-05-18T00:00:00Z,162.82,164.52,156.19,157.33,7454376
2022-05-19T00:00:00Z,155.23,159.25,154.73,155.6,8382193
2022-05-20T00:00:00Z,158.74,160.73,154.55,159.65,9068740
2022-05-23T00:00:00Z,159.84,160.73,155.91,160.32,6148844
2022-05-24T00:00:00Z,157.77,158.39,154.55,156.93,6928394
2022-05-25T00:00:00Z,155.32,161.89,155.32,159.65,7436776
2022-05-26T00:00:00Z,159.69,163.69,157.57,162.46,6697678
2022-05-27T00:00:00Z,160.67,165.23,160.25,165.1,7883615
2022-05-31T00:00:00Z,166.96,167.28,159.35,160.24,18114610
2022-06-01T00:00:00Z,178.01,184.42,174.37,176.07,37037406
2022-06-02T00:00:00Z,175.0,190.13,174.7,188.4,19231217
2022-06-03T00:00:00Z,185.0,189.64,183.8,184.91,9223960
2022-06-06T00:00:00Z,188.93,190.42,181.7,182.87,5811718
2022-06-07T00:00:00Z,181.71,188.6,181.71,187.15,6331089
2022-06-08T00:00:00Z,187.0,190.5599,185.39,189.19,6226152
2022-06-09T00:00:00Z,188.53,192.6799,186.61,187.11,8486282
2022-06-10T00:00:00Z,183.63,183.95,177.2044,178.45,7857553
2022-06-13T00:00:00Z,170.55,172.68,165.06,166.03,10726191
2022-06-14T00:00:00Z,168.73,169.63,162.15,164.45,8576172
2022-06-15T00:00:00Z,166.73,171.5,164.68,168.55,7740676
2022-06-16T00:00:00Z,163.73,166.9,158.62,159.85,8090882
2022-06-17T00:00:00Z,158.56,166.23,158.17,163.26,13074626
2022-06-21T00:00:00Z,165.05,169.35,164.9,166.83,6736788
2022-06-22T00:00:00Z,164.7,170.45,164.21,167.45,5865254
2022-06-23T00:00:00Z,169.09,173.3899,167.12,173.05,7257956
2022-06-24T00:00:00Z,177.72,186.405,176.55,185.92,12107108
2022-06-27T00:00:00Z,186.11,186.58,180.4715,181.31,6170845
2022-06-28T00:00:00Z,180.29,182.33,171.44,171.46,6682362
2022-06-29T00:00:00Z,172.5,173.78,168.06,170.61,5430441
2022-06-30T00:00:00Z,165.05,167.5,161.11,165.04,9539418
2022-07-01T00:00:00Z,164.76,169.15,164.05,168.2,4561576
